user_id,user_name,name,timestep,posts_analyzed,stance,confidence,reasoning
8,,user8,0,1,中立,1.0,时间步0时分析了1条帖子，立场分布： 中立(1)
8,,user8,1,1,中立,1.0,时间步1时分析了1条帖子，立场分布： 中立(1)
8,,user8,2,1,中立,1.0,时间步2时分析了1条帖子，立场分布： 中立(1)
8,,user8,3,1,中立,1.0,时间步3时分析了1条帖子，立场分布： 中立(1)
8,,user8,4,1,中立,1.0,时间步4时分析了1条帖子，立场分布： 中立(1)
8,,user8,5,1,中立,1.0,时间步5时分析了1条帖子，立场分布： 中立(1)
8,,user8,6,1,中立,1.0,时间步6时分析了1条帖子，立场分布： 中立(1)
8,,user8,7,1,支持,1.0,时间步7时分析了1条帖子，立场分布： 支持(1)
8,,user8,8,1,支持,1.0,时间步8时分析了1条帖子，立场分布： 支持(1)
8,,user8,9,1,中立,1.0,时间步9时分析了1条帖子，立场分布： 中立(1)
8,,user8,10,1,中立,1.0,时间步10时分析了1条帖子，立场分布： 中立(1)
8,,user8,11,1,支持,1.0,时间步11时分析了1条帖子，立场分布： 支持(1)
8,,user8,12,1,支持,1.0,时间步12时分析了1条帖子，立场分布： 支持(1)
8,,user8,13,1,中立,1.0,时间步13时分析了1条帖子，立场分布： 中立(1)
8,,user8,14,1,支持,1.0,时间步14时分析了1条帖子，立场分布： 支持(1)
8,,user8,15,1,支持,1.0,时间步15时分析了1条帖子，立场分布： 支持(1)
8,,user8,16,1,支持,1.0,时间步16时分析了1条帖子，立场分布： 支持(1)
8,,user8,17,1,中立,1.0,时间步17时分析了1条帖子，立场分布： 中立(1)
8,,user8,18,1,支持,1.0,时间步18时分析了1条帖子，立场分布： 支持(1)
8,,user8,19,1,支持,1.0,时间步19时分析了1条帖子，立场分布： 支持(1)
9,,user9,0,1,中立,1.0,时间步0时分析了1条帖子，立场分布： 中立(1)
9,,user9,1,1,中立,1.0,时间步1时分析了1条帖子，立场分布： 中立(1)
9,,user9,2,1,中立,1.0,时间步2时分析了1条帖子，立场分布： 中立(1)
9,,user9,3,1,中立,1.0,时间步3时分析了1条帖子，立场分布： 中立(1)
9,,user9,4,1,中立,1.0,时间步4时分析了1条帖子，立场分布： 中立(1)
9,,user9,5,1,混合,1.0,时间步5时分析了1条帖子，立场分布： 混合(1)
9,,user9,6,1,支持,1.0,时间步6时分析了1条帖子，立场分布： 支持(1)
9,,user9,7,1,支持,1.0,时间步7时分析了1条帖子，立场分布： 支持(1)
9,,user9,8,1,支持,1.0,时间步8时分析了1条帖子，立场分布： 支持(1)
9,,user9,9,1,中立,1.0,时间步9时分析了1条帖子，立场分布： 中立(1)
9,,user9,10,1,支持,1.0,时间步10时分析了1条帖子，立场分布： 支持(1)
9,,user9,11,1,支持,1.0,时间步11时分析了1条帖子，立场分布： 支持(1)
9,,user9,12,1,支持,1.0,时间步12时分析了1条帖子，立场分布： 支持(1)
9,,user9,13,1,支持,1.0,时间步13时分析了1条帖子，立场分布： 支持(1)
9,,user9,14,1,支持,1.0,时间步14时分析了1条帖子，立场分布： 支持(1)
9,,user9,15,1,支持,1.0,时间步15时分析了1条帖子，立场分布： 支持(1)
9,,user9,16,1,支持,1.0,时间步16时分析了1条帖子，立场分布： 支持(1)
9,,user9,17,1,支持,1.0,时间步17时分析了1条帖子，立场分布： 支持(1)
9,,user9,18,1,支持,1.0,时间步18时分析了1条帖子，立场分布： 支持(1)
9,,user9,19,1,支持,1.0,时间步19时分析了1条帖子，立场分布： 支持(1)
10,,user10,0,1,中立,1.0,时间步0时分析了1条帖子，立场分布： 中立(1)
10,,user10,1,1,中立,1.0,时间步1时分析了1条帖子，立场分布： 中立(1)
10,,user10,2,1,中立,1.0,时间步2时分析了1条帖子，立场分布： 中立(1)
10,,user10,3,1,中立,1.0,时间步3时分析了1条帖子，立场分布： 中立(1)
10,,user10,4,1,中立,1.0,时间步4时分析了1条帖子，立场分布： 中立(1)
10,,user10,5,1,中立,1.0,时间步5时分析了1条帖子，立场分布： 中立(1)
10,,user10,6,1,中立,1.0,时间步6时分析了1条帖子，立场分布： 中立(1)
10,,user10,7,1,中立,1.0,时间步7时分析了1条帖子，立场分布： 中立(1)
10,,user10,8,1,支持,1.0,时间步8时分析了1条帖子，立场分布： 支持(1)
10,,user10,9,1,支持,1.0,时间步9时分析了1条帖子，立场分布： 支持(1)
10,,user10,10,1,支持,1.0,时间步10时分析了1条帖子，立场分布： 支持(1)
10,,user10,11,1,支持,1.0,时间步11时分析了1条帖子，立场分布： 支持(1)
10,,user10,12,1,中立,1.0,时间步12时分析了1条帖子，立场分布： 中立(1)
10,,user10,13,1,中立,1.0,时间步13时分析了1条帖子，立场分布： 中立(1)
10,,user10,14,1,支持,1.0,时间步14时分析了1条帖子，立场分布： 支持(1)
10,,user10,15,1,中立,1.0,时间步15时分析了1条帖子，立场分布： 中立(1)
10,,user10,16,1,中立,1.0,时间步16时分析了1条帖子，立场分布： 中立(1)
10,,user10,17,1,支持,1.0,时间步17时分析了1条帖子，立场分布： 支持(1)
10,,user10,18,1,支持,1.0,时间步18时分析了1条帖子，立场分布： 支持(1)
10,,user10,19,1,支持,1.0,时间步19时分析了1条帖子，立场分布： 支持(1)
11,,user11,0,1,中立,1.0,时间步0时分析了1条帖子，立场分布： 中立(1)
11,,user11,1,1,中立,1.0,时间步1时分析了1条帖子，立场分布： 中立(1)
11,,user11,2,1,中立,1.0,时间步2时分析了1条帖子，立场分布： 中立(1)
11,,user11,3,1,中立,1.0,时间步3时分析了1条帖子，立场分布： 中立(1)
11,,user11,4,1,中立,1.0,时间步4时分析了1条帖子，立场分布： 中立(1)
11,,user11,5,1,混合,1.0,时间步5时分析了1条帖子，立场分布： 混合(1)
11,,user11,6,1,中立,1.0,时间步6时分析了1条帖子，立场分布： 中立(1)
11,,user11,7,1,支持,1.0,时间步7时分析了1条帖子，立场分布： 支持(1)
11,,user11,8,1,支持,1.0,时间步8时分析了1条帖子，立场分布： 支持(1)
11,,user11,9,1,中立,1.0,时间步9时分析了1条帖子，立场分布： 中立(1)
11,,user11,10,1,支持,1.0,时间步10时分析了1条帖子，立场分布： 支持(1)
11,,user11,11,1,支持,1.0,时间步11时分析了1条帖子，立场分布： 支持(1)
11,,user11,12,1,中立,1.0,时间步12时分析了1条帖子，立场分布： 中立(1)
11,,user11,13,1,支持,1.0,时间步13时分析了1条帖子，立场分布： 支持(1)
11,,user11,14,1,中立,1.0,时间步14时分析了1条帖子，立场分布： 中立(1)
11,,user11,15,1,支持,1.0,时间步15时分析了1条帖子，立场分布： 支持(1)
11,,user11,16,1,支持,1.0,时间步16时分析了1条帖子，立场分布： 支持(1)
11,,user11,17,1,支持,1.0,时间步17时分析了1条帖子，立场分布： 支持(1)
11,,user11,18,1,支持,1.0,时间步18时分析了1条帖子，立场分布： 支持(1)
11,,user11,19,1,中立,1.0,时间步19时分析了1条帖子，立场分布： 中立(1)
